Program,Year,Period,Commodity,Data Item,Domain,Value,CV (%)
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"70,000",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"680,000",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,400,000",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"4,216,000,000",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,240",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"260,000",
SURVEY,2014,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"380,000",
SURVEY,2014,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,570",
SURVEY,2014,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"2,100",
SURVEY,2014,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,950",
SURVEY,2014,OCT,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"2,220",
SURVEY,2013,APR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL, (NA),
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"30,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"730,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,530,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"260,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,270,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"55,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"75,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"710,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,500,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"4,200,000,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,200",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"260,000",
SURVEY,2013,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"370,000",
SURVEY,2013,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,480",
SURVEY,2013,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL, (NA),
SURVEY,2013,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,490",
SURVEY,2013,OCT,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,490",
SURVEY,2012,APR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,560",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"30,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"670,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,540,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"275,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,265,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"40,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"70,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"690,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,400,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"4,148,000,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,220",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"270,000",
SURVEY,2012,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"360,000",
SURVEY,2012,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,550",
SURVEY,2012,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,560",
SURVEY,2012,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,530",
SURVEY,2012,OCT,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,460",
SURVEY,2011,APR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,560",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"30,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"700,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,530,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"265,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,265,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"55,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"65,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"700,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,450,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"3,691,500,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,070",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"280,000",
SURVEY,2011,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"370,000",
SURVEY,2011,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,430",
SURVEY,2011,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,570",
SURVEY,2011,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,530",
SURVEY,2011,OCT,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,560",
SURVEY,2010,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,144,
SURVEY,2010,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.8,
SURVEY,2010,APR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,450",
SURVEY,2010,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,70.7,
SURVEY,2010,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,90,
SURVEY,2010,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,142,
SURVEY,2010,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.7,
SURVEY,2010,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,71.4,
SURVEY,2010,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,88.9,
SURVEY,2010,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,150,
SURVEY,2010,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.1,
SURVEY,2010,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,71.7,
SURVEY,2010,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,96.1,
SURVEY,2010,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,134,
SURVEY,2010,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,50,
SURVEY,2010,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,62.9,
SURVEY,2010,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,80.8,
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"30,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"700,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,520,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"260,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,260,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"60,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"60,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"690,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,400,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"3,536,000,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,040",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"260,000",
SURVEY,2010,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"340,000",
SURVEY,2010,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,130,
SURVEY,2010,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46,
SURVEY,2010,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,460",
SURVEY,2010,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.8,
SURVEY,2010,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,78.8,
SURVEY,2010,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,142,
SURVEY,2010,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57.8,
SURVEY,2010,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,400",
SURVEY,2010,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,69.9,
SURVEY,2010,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,86.5,
SURVEY,2010,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,141,
SURVEY,2010,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57,
SURVEY,2010,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,69.6,
SURVEY,2010,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,87,
SURVEY,2010,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,138,
SURVEY,2010,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.8,
SURVEY,2010,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,65.6,
SURVEY,2010,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,84.7,
SURVEY,2010,MARKETING YEAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,141,
SURVEY,2010,MARKETING YEAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,54.2,
SURVEY,2010,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,430",
SURVEY,2010,MARKETING YEAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,68.6,
SURVEY,2010,MARKETING YEAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,88.4,
SURVEY,2010,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,144,
SURVEY,2010,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.8,
SURVEY,2010,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,72.7,
SURVEY,2010,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,92,
SURVEY,2010,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,144,
SURVEY,2010,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,51.5,
SURVEY,2010,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,68.8,
SURVEY,2010,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,92.8,
SURVEY,2010,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,141,
SURVEY,2010,OCT,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,53,
SURVEY,2010,OCT,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,410",
SURVEY,2010,OCT,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,69,
SURVEY,2010,OCT,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,91,
SURVEY,2010,SEP,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,137,
SURVEY,2010,SEP,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56,
SURVEY,2010,SEP,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,70.4,
SURVEY,2010,SEP,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,90.4,
SURVEY,2010,YEAR,CATTLE,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,68.6,
SURVEY,2010,YEAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,141,
SURVEY,2009,APR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,134,
SURVEY,2009,APR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.1,
SURVEY,2009,APR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,420",
SURVEY,2009,APR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,60.3,
SURVEY,2009,APR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,80,
SURVEY,2009,AUG,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,126,
SURVEY,2009,AUG,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45,
SURVEY,2009,AUG,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.4,
SURVEY,2009,AUG,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,77,
SURVEY,2009,DEC,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,127,
SURVEY,2009,DEC,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42,
SURVEY,2009,DEC,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.1,
SURVEY,2009,DEC,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,75.5,
SURVEY,2009,FEB,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,131,
SURVEY,2009,FEB,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,42,
SURVEY,2009,FEB,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,55.5,
SURVEY,2009,FEB,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,74.1,
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, BULLS, GE 500 LBS - INVENTORY",TOTAL,"30,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, CALVES - INVENTORY",TOTAL,"670,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, COWS - INVENTORY",TOTAL,"1,520,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,"265,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, COWS, MILK - INVENTORY",TOTAL,"1,255,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, (EXCL REPLACEMENT) - INVENTORY",TOTAL,"55,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, BEEF REPLACEMENT - INVENTORY",TOTAL,"65,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, HEIFERS, GE 500 LBS, MILK REPLACEMENT - INVENTORY",TOTAL,"650,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY",TOTAL,"3,350,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $",TOTAL,"4,221,000,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, INCL CALVES - INVENTORY, MEASURED IN $ / HEAD",TOTAL,"1,260",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, ON FEED - INVENTORY",TOTAL,"260,000",
SURVEY,2009,FIRST OF JAN,CATTLE,"CATTLE, STEERS, GE 500 LBS - INVENTORY",TOTAL,"360,000",
SURVEY,2009,JAN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,136,
SURVEY,2009,JAN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,41,
SURVEY,2009,JAN,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,790",
SURVEY,2009,JAN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56,
SURVEY,2009,JAN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,76.8,
SURVEY,2009,JUL,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,126,
SURVEY,2009,JUL,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,46.6,
SURVEY,2009,JUL,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,330",
SURVEY,2009,JUL,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,59.5,
SURVEY,2009,JUL,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,77.2,
SURVEY,2009,JUN,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,128,
SURVEY,2009,JUN,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,45.2,
SURVEY,2009,JUN,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,58.8,
SURVEY,2009,JUN,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,77.6,
SURVEY,2009,MAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,132,
SURVEY,2009,MAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.5,
SURVEY,2009,MAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.8,
SURVEY,2009,MAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,75.1,
SURVEY,2009,MARKETING YEAR,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,129,
SURVEY,2009,MARKETING YEAR,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,43.7,
SURVEY,2009,MARKETING YEAR,CATTLE,"CATTLE, COWS, MILK - PRICE RECEIVED, MEASURED IN $ / HEAD",TOTAL,"1,440",
SURVEY,2009,MARKETING YEAR,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,57.7,
SURVEY,2009,MARKETING YEAR,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,76.9,
SURVEY,2009,MAY,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,132,
SURVEY,2009,MAY,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,48,
SURVEY,2009,MAY,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,61.4,
SURVEY,2009,MAY,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,80,
SURVEY,2009,NOV,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,127,
SURVEY,2009,NOV,CATTLE,"CATTLE, COWS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,41,
SURVEY,2009,NOV,CATTLE,"CATTLE, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,56.1,
SURVEY,2009,NOV,CATTLE,"CATTLE, STEERS & HEIFERS, GE 500 LBS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,76.9,
SURVEY,2009,OCT,CATTLE,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,125,
